HIP~12048 A             & +0.13  &  0.04              & +0.14 (0.04)                  & 5802  &  43           & 4.23  &  0.09               
HIP~12048 B             & +0.14  &  0.15              &                               & 3225  &  100          & 4.90  &  0.10               
GJ~527 A                & +0.22  &  0.04              &  +0.28 (0.07)                 & 6446  &  90           & 4.49  &  0.21               
GJ~527 B                & +0.21  &  0.10              &                               & 3325  &  100          & 4.90  &  0.10               
GJ~250 A                & -0.03  &  0.07              & -0.04 (0.10)                  & 4676  &  150          & 4.54  &  0.26               
GJ~250 B                & -0.07  &  0.04              &                               & 3550  &  100          & 4.80  &  0.08               
HIP~57172 A             & +0.15  &  0.06              & +0.17 (0.05)                  & 5030  &  51           & 4.22  &  0.06               
HIP~57172 B             & +0.16  &  0.13              &                               & 3900  &  100          & 4.46  &  0.09               
GJ~176                  & +0.11  &  0.09              &                               & 3550  &  100          & 4.76  &  0.08               
GJ~317                  & +0.16  &  0.08              &                               & 3375  &  100          & 4.97  &  0.12               
GJ~436                  & +0.03  &  0.06              &                               & 3400  &  100          & 4.80  &  0.08               
GJ~581                  & -0.02  &  0.13              &                               & 3350  &  100          & 4.92  &  0.08               
GJ~628                  & +0.12  &  0.14              &                               & 3275  &  100          & 4.93  &  0.08               
GJ~674                  & -0.01  &  0.11              &                               & 3350  &  100          & 4.88  &  0.08               
GJ~849                  & +0.28  &  0.07              &                               & 3350  &  100          & 4.76  &  0.08               
GJ~876                  & +0.19  &  0.15              &                               & 3250  &  100          & 4.89  &  0.08               

